date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:25:42	28117/28117	---MCZ	200	added ('OK')	text/css	etag:W/%2262419b95-6dd5%22	https://www.sonymusic.com/wp-content/themes/sonymusic/style.css?ver=db08b26c7fbfb7d29ddf7bee68b488d1	C:/My%20Web%20Sites/Sony/www.sonymusic.com/wp-content/themes/sonymusic/style15e0.css	(from https://www.sonymusic.com/)
22:25:42	89521/89521	---MCZ	200	added ('OK')	application/javascript	etag:W/%226231db51-15db1%22	https://www.sonymusic.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/My%20Web%20Sites/Sony/www.sonymusic.com/wp-includes/js/jquery/jquery.minaf6c.js	(from https://www.sonymusic.com/)
22:25:43	11224/11224	---MCZ	200	added ('OK')	application/javascript	etag:W/%226231db51-2bd8%22	https://www.sonymusic.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/Sony/www.sonymusic.com/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://www.sonymusic.com/)
22:25:43	172908/172908	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:30:43%20GMT	https://www.sonymusic.com/page/2/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/page/2/index.html	(from https://www.sonymusic.com/)
22:25:43	816/816	---MCZ	200	added ('OK')	text/xml	date:Mon,%2004%20Apr%202022%2016:55:46%20GMT	https://www.sonymusic.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/Sony/www.sonymusic.com/xmlrpc0db0.php	(from https://www.sonymusic.com/)
22:25:44	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Mon,%2004%20Apr%202022%2016:55:47%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/Sony/www.googletagmanager.com/gtm.c5445.delayed	(from https://www.sonymusic.com/)
22:25:44	893/893	---MCZ	200	added ('OK')	application/rss+xml	etag:%226f20fd21b6ef5470abe7b967bfe47c89%22	https://www.sonymusic.com/comments/feed/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/comments/feed/index.html	(from https://www.sonymusic.com/)
22:25:44	171263/171263	---MCZ	200	added ('OK')	application/json	date:Mon,%2004%20Apr%202022%2007:37:43%20GMT	https://www.sonymusic.com/wp-json/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/wp-json/index.html	(from https://www.sonymusic.com/)
22:25:44	3133/3133	---M--	200	added ('OK')	image/png	etag:%22497c9b14ed77e2956e8dce802d3b973a%22	https://cdn.smehost.net/2019sonymusiccom-smedevel/wp-content/uploads/2022/01/Arista_logo_RGB.png	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smedevel/wp-content/uploads/2022/01/Arista_logo_RGB.png	(from https://www.sonymusic.com/)
22:25:45	133355/133355	---M--	200	added ('OK')	image/jpeg	etag:%224b80f4c17f2455da66531eda30d0b366%22	https://cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2022/01/Maneskin-2-1340x475.jpg	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2022/01/Maneskin-2-1340x475.jpg	(from https://www.sonymusic.com/)
22:25:45	19508/19508	---M--	200	added ('OK')	image/jpeg	etag:%2247ffde02e7b619beeda0db4da5511f7b%22	https://cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2021/01/EPIC-Records-Giveon-1340x475.jpg	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2021/01/EPIC-Records-Giveon-1340x475.jpg	(from https://www.sonymusic.com/)
22:25:45	833272/833272	---MCZ	200	added ('OK')	application/rss+xml	etag:%22efb7e12f82dc550bccd5142e4b713c5c%22	https://www.sonymusic.com/feed/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/feed/index.html	(from https://www.sonymusic.com/)
22:25:45	43120/43120	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:55:48%20GMT	https://www.sonymusic.com/artists/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/artists/index.html	(from https://www.sonymusic.com/)
22:25:45	112869/112869	---M--	200	added ('OK')	image/jpeg	etag:%22b7abcf6a1a2f284511661222cdebc7c3%22	https://cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2022/01/PeterPoland-1-1340x475.jpg	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2022/01/PeterPoland-1-1340x475.jpg	(from https://www.sonymusic.com/)
22:25:45	111070/111070	---M--	200	added ('OK')	image/jpeg	etag:%2267ba78d54644f0339f125f5c76ed8483%22	https://cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2022/01/JasmineSullivan-1-1340x475.jpg	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2022/01/JasmineSullivan-1-1340x475.jpg	(from https://www.sonymusic.com/)
22:25:46	69519/69519	---M--	200	added ('OK')	image/jpeg	etag:%224484b4aaf1c07ef8bf6d1be49052336e%22	https://cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2022/01/CastingCrowns-4-1340x475.jpg	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2022/01/CastingCrowns-4-1340x475.jpg	(from https://www.sonymusic.com/)
22:25:46	36195/36195	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:55:48%20GMT	https://www.sonymusic.com/labels/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/labels/index.html	(from https://www.sonymusic.com/)
22:25:46	27586/27586	---M--	200	added ('OK')	image/jpeg	etag:%22e14275fb5f9b30bfc6d694c18fb958e8%22	https://cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2022/01/KaneBrown-3-1340x475.jpg	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2022/01/KaneBrown-3-1340x475.jpg	(from https://www.sonymusic.com/)
22:25:46	145593/145593	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:10:47%20GMT	https://www.sonymusic.com/executives/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/executives/index.html	(from https://www.sonymusic.com/)
22:25:46	82635/82635	---M--	200	added ('OK')	image/jpeg	etag:%2251ebb4a2039d8e71e52b903d51d8f6c9%22	https://cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2022/01/BruceSpringsteen-3-1340x475.jpg	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2022/01/BruceSpringsteen-3-1340x475.jpg	(from https://www.sonymusic.com/)
22:25:46	101975/101975	---M--	200	added ('OK')	image/jpeg	etag:%22dcfb7cfd27653fd8ea20ce8b53c96916%22	https://cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2022/01/Latto-1-1340x475.jpg	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2022/01/Latto-1-1340x475.jpg	(from https://www.sonymusic.com/)
22:25:47	51331/51331	---M--	200	added ('OK')	image/jpeg	etag:%222026894e9f4421a103b796d584654a56%22	https://cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2021/01/Yo-Yo-Ma-1340x475.jpg	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2021/01/Yo-Yo-Ma-1340x475.jpg	(from https://www.sonymusic.com/)
22:25:47	119910/119910	---M--	200	added ('OK')	image/jpeg	etag:%22b53ae3eee721a2db500c67106abe6a22%22	https://cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2021/01/EPIC-Records-Zara-Larsson-Credit-Michaela-Quan-crop-1340x475.jpg	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2021/01/EPIC-Records-Zara-Larsson-Credit-Michaela-Quan-crop-1340x475.jpg	(from https://www.sonymusic.com/)
22:25:47	64002/64002	---M--	200	added ('OK')	image/jpeg	etag:%22151046b7e83d2f1231b45db1d25d36d9%22	https://cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2022/01/RealestK-1-1340x475.jpg	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2022/01/RealestK-1-1340x475.jpg	(from https://www.sonymusic.com/)
22:25:47	78606/78606	---M--	200	added ('OK')	image/jpeg	etag:%22965c220343be6a3f21fa11258565470d%22	https://cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2022/01/EmmyMeli-1-1340x475.jpg	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2022/01/EmmyMeli-1-1340x475.jpg	(from https://www.sonymusic.com/)
22:25:48	91990/91990	---M--	200	added ('OK')	image/jpeg	etag:%2273c9e6f0c9e7b8922e6c87c78f392850%22	https://cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2022/01/OldDominion-7-1340x475.jpg	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2022/01/OldDominion-7-1340x475.jpg	(from https://www.sonymusic.com/)
22:25:48	155937/155937	---M--	200	added ('OK')	image/jpeg	etag:%229fea942125c4c16d9b65ca51c0787b6c%22	https://cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2022/01/WillieNelson-4-1340x475.jpg	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2022/01/WillieNelson-4-1340x475.jpg	(from https://www.sonymusic.com/)
22:25:48	843580/843580	---M--	200	added ('OK')	image/png	etag:%22798518d2170d1ffae7de8eee9dcc1e1d%22	https://cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2021/04/masterworks-2CELLOS-1340x475.png	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2021/04/masterworks-2CELLOS-1340x475.png	(from https://www.sonymusic.com/)
22:25:48	107733/107733	---M--	200	added ('OK')	image/jpeg	etag:%22833cd5fae2f253e5b9f1b3f3e97f8d12%22	https://cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2022/01/Doe-1-1340x475.jpg	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2022/01/Doe-1-1340x475.jpg	(from https://www.sonymusic.com/)
22:25:48	62087/62087	---M--	200	added ('OK')	image/jpeg	etag:%22de5085cc1154a5a3216775f4f6b70fde%22	https://cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2022/01/MarenMorris-1340x475.jpg	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2022/01/MarenMorris-1340x475.jpg	(from https://www.sonymusic.com/)
22:25:49	84592/84592	---M--	200	added ('OK')	image/jpeg	etag:%22fafa6fc64b906c280159fe5289143c5f%22	https://cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2022/01/TaiVerdes-3-1340x475.jpg	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2022/01/TaiVerdes-3-1340x475.jpg	(from https://www.sonymusic.com/)
22:25:49	432004/432004	---M--	200	added ('OK')	image/png	etag:%22735de6f682727968b0e94ecbab355b73%22	https://cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2021/04/masterworks-Marcin-1340x475.png	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2021/04/masterworks-Marcin-1340x475.png	(from https://www.sonymusic.com/)
22:25:49	139600/139600	---M--	200	added ('OK')	image/jpeg	etag:%2294c2aa4280142db0d0324d7e6778a81e%22	https://cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2021/01/Provident-CAIN-crop-1340x475.jpg	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2021/01/Provident-CAIN-crop-1340x475.jpg	(from https://www.sonymusic.com/)
22:25:49	70017/70017	---M--	200	added ('OK')	image/jpeg	etag:%221877f550a7f10cb547c5abde9c84dc7e%22	https://cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2022/01/NardoWick-3-1340x475.jpg	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2022/01/NardoWick-3-1340x475.jpg	(from https://www.sonymusic.com/)
22:25:50	67635/67635	---M--	200	added ('OK')	image/jpeg	etag:%22143c1347ee52248df80b2856dda16973%22	https://cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2022/01/SummerofSoul-1-1340x475.jpg	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2022/01/SummerofSoul-1-1340x475.jpg	(from https://www.sonymusic.com/)
22:25:50	137893/137893	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:54:58%20GMT	https://www.sonymusic.com/careers/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/careers/index.html	(from https://www.sonymusic.com/)
22:25:50	29411/29411	---M--	200	added ('OK')	image/jpeg	etag:%2227bebe0c2027ab7bdc86e5c288c4ad13%22	https://cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2022/01/Elaine-7-1340x475.jpg	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2022/01/Elaine-7-1340x475.jpg	(from https://www.sonymusic.com/)
22:25:53	141963/141963	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:55:54%20GMT	https://www.sonymusic.com/contacts/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/contacts/index.html	(from https://www.sonymusic.com/)
22:25:53	67551/67551	---M--	200	added ('OK')	image/jpeg	etag:%225586dd4c469c451f21258113098c2c4f%22	https://cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2021/01/Epic-Records-BEP-Credit-Nabil-Elderkin-crop-1340x475.jpg	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2021/01/Epic-Records-BEP-Credit-Nabil-Elderkin-crop-1340x475.jpg	(from https://www.sonymusic.com/)
22:25:53	122320/122320	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:55:54%20GMT	https://www.sonymusic.com/inside-sony-music/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/inside-sony-music/index.html	(from https://www.sonymusic.com/)
22:25:54	6841/6841	---M--	200	added ('OK')	image/png	etag:%22d67fe8350da3104218c3916ba0e28519%22	https://cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2013/10/Columbia_Records2.png	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2013/10/Columbia_Records2.png	(from https://www.sonymusic.com/)
22:25:54	5358/5358	---M--	200	added ('OK')	image/png	etag:%220f516ef8de0f78254fe8b985d010d5a3%22	https://cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2013/10/rca2.png	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2013/10/rca2.png	(from https://www.sonymusic.com/)
22:25:54	3741/3741	---M--	200	added ('OK')	image/png	etag:%22c1dead25d5675366f76d6718230d67c7%22	https://cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2013/10/epic.png	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2013/10/epic.png	(from https://www.sonymusic.com/)
22:25:54	142511/142511	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:55:57%20GMT	https://www.sonymusic.com/faq/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/faq/index.html	(from https://www.sonymusic.com/)
22:25:54	1338/1338	---M--	200	added ('OK')	image/png	etag:%22f32e7df5f38418c97881283280a3cde7%22	https://cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2013/10/Arista_logo.png	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2013/10/Arista_logo.png	(from https://www.sonymusic.com/)
22:25:54	1920/1920	---M--	200	added ('OK')	image/png	etag:%2229d1adc8c115b7dfaa9d8b17ede53ef4%22	https://cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2013/09/arista_nash.png	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2013/09/arista_nash.png	(from https://www.sonymusic.com/)
22:25:55	707206/707206	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:55:57%20GMT	https://www.sonymusic.com/news/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/news/index.html	(from https://www.sonymusic.com/)
22:25:55	5314/5314	---M--	200	added ('OK')	image/png	etag:%22722f6e9512e962e728e49f9cf78f489b%22	https://cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2013/10/rca_nashville.png	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2013/10/rca_nashville.png	(from https://www.sonymusic.com/)
22:25:55	3995/3995	---M--	200	added ('OK')	image/jpeg	etag:%2298d7d227d8949212d3e0f3e53dc49464%22	https://cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2013/09/col_nash.jpg	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2013/09/col_nash.jpg	(from https://www.sonymusic.com/)
22:25:55	1993/1993	---M--	200	added ('OK')	image/png	etag:%22e654bc7a39f382b2c1f2ce5362f7dced%22	https://cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2013/09/legacy.png	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2013/09/legacy.png	(from https://www.sonymusic.com/)
22:25:55	11826/11826	---M--	200	added ('OK')	image/png	etag:%22faa06d43c22ab3ea08772782a22cd860%22	https://cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2013/10/sme_latin.png	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2013/10/sme_latin.png	(from https://www.sonymusic.com/)
22:25:56	2264/2264	---M--	200	added ('OK')	image/jpeg	etag:%228f5e20560a6c0a3d5e5d30490de1d534%22	https://cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2013/10/NEW-masterworks-logo-120x120.jpg	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2013/10/NEW-masterworks-logo-120x120.jpg	(from https://www.sonymusic.com/)
22:25:56	1964/1964	---M--	200	added ('OK')	image/png	etag:%226b30fe53cecdeae7bf4f4d3c206abdf7%22	https://cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2013/10/RCA_Inspiration.png	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2013/10/RCA_Inspiration.png	(from https://www.sonymusic.com/)
22:25:56	2737/2737	---M--	200	added ('OK')	image/png	etag:%2232378ef7670379c799c5fe3f39e990bf%22	https://cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2013/10/provident-label-group.png	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2013/10/provident-label-group.png	(from https://www.sonymusic.com/)
22:25:56	4148/4148	---M--	200	added ('OK')	image/jpeg	etag:%2278128896d881b6c574cc217bb4f6b458%22	https://cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2018/07/Untitled-1.jpg	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2018/07/Untitled-1.jpg	(from https://www.sonymusic.com/)
22:25:56	9859/9859	---M--	200	added ('OK')	image/png	etag:%229380b2ff777f6673d47699c4bbec0e7e%22	https://cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2022/02/final-Podcasts.png	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2022/02/final-Podcasts.png	(from https://www.sonymusic.com/)
22:25:57	9781/9781	---M--	200	added ('OK')	image/png	etag:%22069d96bc93547c8d11bb0b4fee469833%22	https://cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2012/03/pc.png	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2012/03/pc.png	(from https://www.sonymusic.com/)
22:25:59	20843/20843	---M--	200	added ('OK')	image/jpeg	etag:%221641919399%22	http://img.youtube.com/vi/niG3YMU6jFk/hqdefault.jpg	C:/My%20Web%20Sites/Sony/img.youtube.com/vi/niG3YMU6jFk/hqdefault.jpg	(from https://www.sonymusic.com/)
22:25:59	21021/21021	---M--	200	added ('OK')	image/jpeg	etag:%221607101649%22	http://img.youtube.com/vi/vMLk_T0PPbk/hqdefault.jpg	C:/My%20Web%20Sites/Sony/img.youtube.com/vi/vMLk_T0PPbk/hqdefault.jpg	(from https://www.sonymusic.com/)
22:25:59	171246/171246	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:56:02%20GMT	https://www.sonymusic.com/podcasts/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/podcasts/index.html	(from https://www.sonymusic.com/)
22:26:00	13232/13232	---M--	200	added ('OK')	image/jpeg	etag:%221642090123%22	http://img.youtube.com/vi/hLpAZ8_BZS4/hqdefault.jpg	C:/My%20Web%20Sites/Sony/img.youtube.com/vi/hLpAZ8_BZS4/hqdefault.jpg	(from https://www.sonymusic.com/)
22:26:01	155141/155141	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:56:02%20GMT	https://www.sonymusic.com/premium-content/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/premium-content/index.html	(from https://www.sonymusic.com/)
22:26:03	136303/136303	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:56:03%20GMT	https://www.sonymusic.com/videos/black-eyed-peas-shakira-girl-like-me-2/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/videos/black-eyed-peas-shakira-girl-like-me-2/index.html	(from https://www.sonymusic.com/)
22:26:04	136037/136037	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:56:03%20GMT	https://www.sonymusic.com/videos/adele-oh-my-god/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/videos/adele-oh-my-god/index.html	(from https://www.sonymusic.com/)
22:26:04	22598/22598	---M--	200	added ('OK')	image/jpeg	etag:%221636588635%22	http://img.youtube.com/vi/e-CEd6xrRQc/hqdefault.jpg	C:/My%20Web%20Sites/Sony/img.youtube.com/vi/e-CEd6xrRQc/hqdefault.jpg	(from https://www.sonymusic.com/)
22:26:04	135973/135973	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:56:04%20GMT	https://www.sonymusic.com/videos/chris-brown-iffy/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/videos/chris-brown-iffy/index.html	(from https://www.sonymusic.com/)
22:26:06	136265/136265	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:56:07%20GMT	https://www.sonymusic.com/videos/lil-nas-x-montero-call-me-by-your-name/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/videos/lil-nas-x-montero-call-me-by-your-name/index.html	(from https://www.sonymusic.com/)
22:26:06	21426/21426	---M--	200	added ('OK')	image/jpeg	etag:%221615223457%22	http://img.youtube.com/vi/fA3jFMDBiu4/hqdefault.jpg	C:/My%20Web%20Sites/Sony/img.youtube.com/vi/fA3jFMDBiu4/hqdefault.jpg	(from https://www.sonymusic.com/)
22:26:06	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2004%20Apr%202022%2016:56:09%20GMT	https://www.sonymusic.com/faq	C:/My%20Web%20Sites/Sony/www.sonymusic.com/faq	(from https://www.sonymusic.com/)
